x ,y,,x y,More Info URL,Settlement,,Author,Description,,Themes,NPCs
11,13,,1113,Devastation,,,David Brawley,"The devastation caused strange changes in the rock of the mountains, and weird mountain men mine the ore and sell it to the smiths of [[SWER-AL]].",,,

12,01,,1201,Devastation,STAR LIGHT TOWER,,Jacob Hurst,"[[STAR LIGHT TOWER]] has fallen in the devastation and is controlled by two factions of mecha-goblinoids. Those that control the remaining light pools, and those that want to.",,,

12,02,,1202,Devastation,,,Ray Otus,"In his polycrystaline tower {{the knight}} who holds himself personally responsible for the devastation sits morosely strumming his nine-stringed harpsichron. The psychic strains of his music float over the hills, causing the rusty death machines to slumber on.",,,the knight

12,03,,1203,Devastation,,,Chris Tamm,Here a great chain of lesser modrons hanging onto each other trails into the void. philosophers of cosmic order gather to contemplate the wonder. Modrons attempt to bridge the gulf between Hex [[1203]] and Hex [[1207]].,,,

12,07,,1207,Starfruit Mountains,BURNING FOREST,,Chris Tamm,"The [[BURNING FOREST]] is a strain of diabolic trees from the hells. With ichor good for potions and their sticks make some wands. A lone modron stares into space from a cliff, awaiting modrons from Hex [[1203]].",,,

12,08,,1208,Starfruit Mountains,HASELOUR,,David Brawley,Firefruit trees tended by giant pillbugs. The Village of [[HASELOUR]] appears as if everyone just walked away 5 minutes ago. It's been deserted for 50 years.,,,

12,09,,1209,Hills,,,Nigel O'Rear,"These quiet foothills of the [[PRISMATIC MOUNTAINS]] off to the south are home to <<The Quiet<<, a band of monastic nomads who train day in night in complete silence. When their number reaches 108, they will free their families from Solartep's prison-city in Hex [[1108]], or die trying.",,The Quiet,

12,10,,1210,Hills,TEMPLE OF BOVAX,,Jacob Hurst,"Storm clouds rain down fine metal filings over a land of weathered hills and valleys. The lightning is otherworldly, and the gorgon oracles in the [[TEMPLE OF BOVAX]] at the center of this hex are said to know the secrets of these storms.",,,

12,11,,1211,Prismatic Mountains,,,David Brawley,"Chunks of the mountains occasionally break off and float away (wizards love to build towers on them). {{Karax the Despoiler}}, cybermancer and necrologist is tethering several of these large chunks together and wiring them with numerous speakers and dishes.",,,Karax the Despoiler

12,12,,1212,Prismatic Mountains,,,Ray Otus,"Rubble-strewn slopes lead down to the devastation. A sprawling underground machine, insane from eons of loneliness, uses its countless goose-neck arms to reach through lava tubes and snag unwary creatures. The machine uses its harvest in sadistic social experiments.",,,

12,13,,1213,Devastation,,,Joey Lindsey,"The cemetery of [[SWER-AL]] (in Hex [[1112]] ) is a series of stone cairns on rocky ground, as digging is impractical here. A {{Necrophage}} tends his flock of Wraiths in secret, biding his time.",,,Necrophage

13,02,,1302,Devastation,,,Jensan Thuresson,Pack of living Sawtooth Waveforms.,,,

13,03,,1303,Devastation,,,Jacob Hurst,An array of large crystalline satellite dishes amplifies all magic cast in this hex of the devastation. Sentient mats of mucus and hair live among the rubble.,,,

13,03,,1303,Devastation,,,David Brawley,"The <<Holy Order of the Solar Rangers<< ""secret"" base sits in the middle of the devastation. The corruption has begun to warp the Rangers in cute, fuzzy, and terrifying ways!",,Holy Order of the Solar Rangers,

13,07,,1307,Mountains,,,Chris Tamm,{{Malach the Science Wizard}} from his huge antenna covered observatory likes to test long range weapons of mass destruction in distant hexes and watch from here.,,,Malach the Science Wizard

13,08,,1308,Hills,,,David Brawley,"The hills are alive with the sound of laser fire. The <<Bones<< vs the <<Hate-fields<<, none of whom ever stay dead for very long.",,Bones; Hate-fields,

13,09,,1309,Hills,,,Jacob Hurst,A portal to the plane of Salt has desiccated much of this hex. Salt dryads help it spread by growing crystalline groves among the hills.,,,

13,10,,1310,Prismatic Mountains,INFINITE WORM OF MRAMRA-KUL,,Arnold K.,"The [[INFINITE WORM OF MRAMRA-KUL]], and distending loops of its body writhe into and out of the sludge-like ground. Among the loops are dozens of squatting truth-seekers, who listen for the brief secrets shouted by the parasites that pass by inside the worm's semi-translucent intestine.",,,

13,11,,1311,Volcano (Extinct),RY-LOSH,,Arnold K.,"The lava-tree of [[RY-LOSH]]. This volcano is constantly erupts--not lava--but a glowing crystalline fractal that constantly grows upwards with gracile boughs and terrific cracking sounds. Frequently, the higher branches collapse under their own weight and rain down the mountainside in radiant landslides. Rumor claims that a clan of magma-octopi live at it's heart.",,,

13,12,,1312,Prismatic Mountains,CAGE OF LIGHT,,Arnold K.,"The [[CAGE OF LIGHT]]. This strange fortress is composed of glass, mirrors, and invisible walls. It is home to {{Prismax the Unblinking}}, his armies of laser-droids and prism-golems, and the 13 stolen wives of Urgis Khan.",,,Prismax the Unblinking

13,13,,1313,Prismatic Mountains,OBSCENE MOUNTAINS,,Arnold K.,The [[OBSCENE MOUNTAINS]]. A mountain range seems to have sprouted forests of thrashing phalluses of prohibitive size. A tribe of <<cyclopean pygmies<< hold inscrutable but deep-seated religious beliefs about the these musculatures (trees? organs?) and will kill any female that looks upon them.,,cyclopean pygmies,

14,03,,1403,Scrubland,THE BLACK ENGINE,,Arnold K.,"Blocking the narrow isthmus here is [[THE BLACK ENGINE]], an antediluvian war-machine of lightless anti-chromium. From its many screaming laser-maws, it shoots neon fractal dolphins and waves of edgeless sharp. The belongings from several rangers from Hex [[1303]] lie crushed underfoot, and the particulate remains of the rangers themselves clot its intakes.",,,

14,08,,1408,Hills,PLEASURE DOME OF URGHIS KHAN,,Arnold K.,"The [[PLEASURE DOME OF URGHIS KHAN]] is now a cracked and gutted wreck of saunas and nymphariums. Insane pleasure droids and frenzied massage bots still stalk its darkened arcades. {{Wyglaf the Cyber-Eunuch}} still retains his mind, if not his body, and would reward anyone who could humble {{Sad Ivory}} the Sorceress Queen in Hex [[0902]].",,,Wyglaf the Cyber-Eunuch

14,09,,1409,Hills,,,Arnold K.,"Broken droids and sparking appendages drag themselves to the center of this hex. Mechanical eels fly clockwise overhead, all emitting the same D minor chord. {{Teremach the Tesselator}} has almost completed his masterpiece.",,,Teremach the Tesselator

14,10,,1410,Hills,CHRYSOLITE RACEWAY,,Arnold K.,"{{Lord Nichrome}}, a sentient hovercraft, challenges all newcomers to a race on his [[CHRYSOLITE RACEWAY]]. A loser forfeits a brain core sample (collected for sentimental purposes), but a winner obtains the services of {{Lord Nichrome}} himself for a year.",,,Lord Nichrome

14,11,,1411,Sludge Forest,SEROTONIN,,Arnold K.,"Among the hallucinatory haze of the Sludge Forest, {{Lady Serotonin}} rules over the mid-sized village that shares her name. She has concocted a plot to marry the first suitable outsider she sees, but is hampered by the fact that she is an AI with only a single holo-projector attached to bulky server racks. She'd do anything to be human.",,,Lady Serotonin

14,12,,1412,Prismatic Mountains,,,Jacob Hurst,"Much of this hex has been buried under the crystalline fractal eruptions of Ry-Losh. A malfunctioning servo-bot, living in an old missile silo and desperate to be loved by Lady Serotonin of Hex [[1411]], is trying to make her a human body. His attempts keep coming to life however and now guard the area as beautiful, scantily clad ""failures"".",,,

14,13,,1413,Prismatic Mountains,,,David Brawley,These lonely and abandoned peaks are haunted by the echoes of past AI's that have degraded into madness.,,,

15,03,,1503,Scrubland,USE-BA,,David Brawley,"This narrow land bridge is home to the dual port town [[USE-BA]]. The <<monopod gnomes<< who call this town home are very welcoming to those who come, and cold to those who want to leave without a promise to return.",,monopod gnomes,

15,05,,1505,Grassland,NEW HAVEN,,Ed Hackett,"[[NEW HAVEN]]: heavy ray-shield dome blocks passage into this zone at every turn, the only access point is a heavily fortified way gate near the confluences of Hex [[1505]], Hex [[1605]], and Hex [[1606]]. The land here is highly arable and safe from various radiations and mutagens. The protector of this string of farms is {{Doctor Gordon}}, a brilliant-man that has invented a generator that shields this region from most dangers. On good trading terms with [[USE-BA]] in Hex [[1503]].",,,Doctor Gordon

15,06,,1506,Grassland,,,Jacob Hurst,Starjackals prowl through the yellowblade windsong grass that covers these plains.,,,

15,09,,1509,Sludge Forest,,,Jacob Hurst,The caps of the giant mushrooms forest here resemble abstract windows of stained glass and color all light that enters the hex. {{Cacophonius the Sculptor}} lives in a small workshop among the shrooms where he blends the colored light of the forest with his collection of sounds to create sentient waveforms.,,,Cacophonius the Sculptor

15,10,,1510,Sludge Forest,,,David Brawley,"The giant mushroom forest thins here, mostly due to the giant herd beasts that knock them down and eat them. They're nearly blind, very territorial, and can't turn once they start to charge.",,,

15,11,,1511,Sludge Forest,,,Ed Hackett,The spindly humanoid creatures that make their home atop the giant mushrooms here are efficient hunters and sometimes make forays to the north (Hex [[1510]]) to take down the great charging beasts found there.,,,

15,12,,1512,Prismatic Mountains,STAR ARK,,David Brawley,The ruins of a colossal [[STAR ARK]] are perched upon the top most peak. All around the ark are the various descendants of the alien planet that have managed to survive.,,,

15,13,,1513,Prismatic Mountains,FROZEN PALACE,,David Brawley,"The {{Mighty Duck Wizard}}, last of the crew of the Star Ark resides in its [[FROZEN PALACE]] at the bottom of multiverse. Within the palace are crystal portals to infinite realms, and uncountable horrors. There is a 25% chance that the wizard is off relaxing at his beach house on the moon.",,,Mighty Duck Wizard

16,02,,1602,Scrubland,,,Ed Hackett,"A camp of harmless mutants. They need medical supplies for 2 of their wounded. They haven't much to trade, but know how to bypass the terrible device in Hex [[1403]].",,,

16,03,,1603,Scrubland,STONE VILLAGE,,Arnold K.,The [[STONE VILLAGE]]. All living things (incl. grass) seem to have turned to stone in this village (or sculpture). Psychomancer bandits and their electric horses hide among the ruins.,,,

16,04,,1604,Scrubland,,,Jacob Hurst,The {{Glass Oracle}} sits amid stone spikes in the shadow of the scrub covered hills. She is guarded by smoke and fire butterflies.,,,Glass Oracle

16,05,,1605,Grassland,,,Arnold K.,"This is where a (literal) time bomb was tested by {{Malach the Science Wizard}} in Hex [[1307]]. Ocular Dentata nest on the pillars of dust that have frozen in time, and scrap-blacksmiths smelt exotic ores in the heat from the perpetual explosion, now eight years old.",,,

16,06,,1606,Grassland,PLAINS OF THE BURNED MEN,,Ed Hackett,"The [[PLAINS OF THE BURNED MEN]], a tribe of Neo-Neanderthals, worshippers of the Eternal Flame. The <<Burned Men<< want to take control over the time-stopped explosion in Hex [[1605]], but the smiths there are better equipped so they wait for the right time to reclaim their God made manifest. (This is not their God, just a convenient coincidence).",,Burned Men,

16,07,,1607,Grassland,LAKE MEROEE,,Jacob Hurst,[[LAKE MEROEE]] flows eternally through the shattered grasslands and into the star filled void in great cascading sheets of ice. Mirrorscale sahuagin guard its shores and the secrets of the eternal spring at the heart of the lake.,,,

16,09,,1609,Sludge Forest,BEBOTROPOLIS,,Arnold K.,"Slug-riding knights with laser lances guard a giant mouth set into the ground, itself part of a huge subterranean creature called {{Bebop}}. Enemies are swallowed and die in acid, while friends are swallowed into [[BEBOTROPOLIS]], a tiny utopia rich that trades in secrets, titles, and recipes.",,,Bebop

16,10,,1610,Sludge Forest,,,Jacob Hurst,"A tribe of waxlings, secretly controlled by <<Priests of Set<<, farm the psychotropic spores of the fungal forest.",,Priests of Set,

16,11,,1611,Sludge Forest,,,Arnold K.,"The eponymous Sludge Dragon wallows in a particularly viscous slime pit in this branch of the [[SLUDGE FOREST]]. He hates everyone and everything, but is usually too lazy to exert himself.",,,

16,12,,1612,Sludge Forest,,,David Brawley,The spindly humanoid creatures that make their home atop the giant mushrooms here worship and fear the Sludge Dragon of [[1611]].They feel the other tribe in [[1511]] are heretics for not not believing in the Sludge Dragon.,,,

16,13,,1613,Prismatic Mountains,,,Ray Otus,"The tribes of metamorphic-homunculi who dwell here believe they are an ancient race of star-children whose ancestors came to Synthexia on the [[STAR ARK]] (see [[1512]]) and they are belligerent to anyone who says otherwise. In truth, they were created and then ""discarded"" as useless servants by The Mighty Duck Wizard ([[1513]]).",,,

17,01,,1701,Scrubland,PERSOPHELIX,,Ray Otus,"The endless and immaculate pleasure gardens of [[PERSOPHELIX]] are tended by hovering cypherskates whose ""beards"" of delicate pruning appendages incessantly groom the land, occasionally vivisecting an insensate reveler who has overindulged in the vibro-pools.",,,

17,02,,1702,Hills,,,David Brawley,"Perfectly round pools of bubbling purple fluid dot the hills. It tastes like tar, is poisonous, and occasionally chunks of precious metals or gems float to the surface. Scavengers and hillmen defend their claims with great zeal.",,,

17,03,,1703,Hills,,,Jacob Hurst,A tribe of nomadic cyclopian shepherds wander the idyllic hills and valleys of this hex. The fiber-silk wool of the sheep is prized throughout the multiverse.,,,

17,04,,1704,Scrubland,,,Konstantin M,"A malfunctioning {{Mark V OGRE supertank}} has, for years, been running round in a circle here. Mostly out of ammo and delusional, it has adopted the samurai code and seeks help to be free of its ""curse"".",,,Mark V OGRE Supertank

17,05,,1705,Grassland,THE CLOCKMAKER'S TOWER,,David Brawley,"The effects of the time bomb in [[1605]] ripple outward, causing a 25% chance every round/turn that 1) any action taken is repeated 2) No action can be taken 3) the person disappears for 1d4 rounds 4) the individual is hasted 5) the individual ages a year 6) the individual grows a year younger 7) 1d3 out of sync versions appear 8) DMs choice. [[THE CLOCKMAKER'S TOWER]] stands in the center of the effect, trying to learn to harness it.",,,

17,08,,1708,Sludge Forest,,,Konstantin M,"This entire peninsula grows, like a tumor, from the forest out into space. Insect-Men with poisoned hive-minds and giant mounts seem compelled to defend it. Soon it will touch Hex [[1908]], where the Techno-Vampire Counts prepare frantically and launch occasional aerial raids.",,,

17,10,,1710,Sludge Forest,,,David Brawley,"Large robots that are basically mouths on 2 feet chew their way through the dense mushroom growths, and the insectoids that live within them, trying in vain to prevent the growth from overtaking all.",,,

17,11,,1711,Sludge Forest,[[FLESH PITS OF NERTOX]],,Jacob Hurst,The mushrooms here are actually complex illusions to cover the [[FLESH PITS OF NERTOX]]. Skeletal creatures wrapped in purple slime prowl the area.,,,

17,12,,1712,Sludge Forest,SLURMON,,Chris Tamm,"Minute village of [[SLURMON]], where the people cannot see they are now fungal hybrids and believe other humans to be fakes. Fungus shamen here sell drugs, soup stock and erotic furniture.",,,

17,13,,1713,Sludge Forest,SILENT BOG,,David Brawley,"The [[SILENT BOG]] is full of Magic Mushrooms and the dread {{Portal Witch}}. <br /><a href=""http://towerofthearchmage.blogspot.com/2010/01/magic-mushrooms.html"" class=""ot-anchor"" rel=""nofollow"">http://towerofthearchmage.blogspot.com/2010/01/magic-mushrooms.html</a>",,,Portal Witch

18,01,,1801,Devastation,,,Joey Lindsey,"Modular creatures made of stone tend the rough ground as if it were a garden, assembling huge beautiful stone arrangements. They can rearrange and trade body parts with each other at will, sometimes forgetting that visitors can not.",,,

18,02,,1802,Scrubland,,,Chris Tamm,A huge plasticrete vault entrance to a ruined factory complex. Remains of crashed attacking fighter craft and defenses are guarded by mutant cyborgs who hopelessly dream of resurrecting past glory days.,,,

18,03,,1803,Hills,,,Joey Lindsey,"Satyrs train dim-witted Centaurs to herd even dimmer-witted sheep-people. They are all using laser guns, light swords, radio communicators, and other remnants of high military technology as mundane everyday tools, not imagining them as weapons.",,,

18,04,,1804,Hills,,,Chris Tamm,"Crashed space ark being repaired by nanogolems. Metalic purple jewel encrusted dinosaurs dwell here now, some with lazer eyes.",,,

18,05,,1805,Hills,,,Matthew Baron,The vat-brain AI that controlled the crashed space ark in Hex [[1804]] is slowly migrating south to the void (1-5) to end it's pain-filled existence or (6) to mate with the void (!). As it passes it leaves a 1km-wide magenta-cyan-sparkly slime trail that causes random genetic re-combinations if touched.,,,

18,06,,1806,Scrubland,CORUSCATING CARNIVAL,,Arnold K.,"{{The Jacksonian}} and His Amazing [[CORUSCATING CARNIVAL]] exhibit wonders of superscience while selling fireworks, jetpacks, and 44 anthrophages that have been transformed into kittens. The Jacksonian is already constructing viewing platforms for when the the vat-brain in Hex [[1805]] plummets into the void, and has already sold many tickets to the ""Suicide of the Century"".",,,The Jacksonian

18,11,,1811,Sludge Forest,,,Arnold K.,Eighty-one forlorn mushroom men search for their wives and memories amid unmitigated squalor.,,,

18,12,,1812,Sludge Forest,,,Jacob Hurst,The powerful rakshasa {{Delo}} dwells atop a ring of giant yellow mushrooms in a series of sumptuously appointed (and garishly colored) yurts. If you can impress his succubi and incubi courtesans he might reveal the secret of the Starpool.,,,Delo

18,13,,1813,Sludge Forest,,,David Brawley,"An Anubian hunting pack from Hex [[1912]] is making their way around to raid the village of [[SLURMON]] in Hex [[1712]], and hoping to avoid the rakshasa's minions from Hex [[1812]].",,Anubians,

19,01,,1901,Devastation,,,Ray Otus,"The earth's crust here is thin, cracked in roughly hexagonal patterns with occasional missing pieces through which the void may be seen. Insectoid constructs prowl the underside of this land, occasionally popping up through a hole to swarm travelers and strip them of all inorganic materials.",,,

19,02,,1902,Devastation,,,Arnold K.,"{{Kilgore Crimegod}}, the legendary cyclops crystalsmith who replaced his eye with a small portal, has made the sober, informed decision to go mad. Before he does that, though, he wants to make one last crystal sword, but he will need help to do so. His family rides jewelled dinosaurs from Hex [[1804]].",,,Kilgore Crimegod

19,03,,1903,Hills,,,Jacob Hurst,"Geodesic spheres 1000' in diameter dot the hills in this area. Some pulse with light, some pulse with dark and a race of three legged humanoids are said to play a game with them.",,,

19,04,,1904,Hills,,,Jacob Hurst,Continual wind and sandstone valleys. Silver feathered harpies and robo-basilisks.,,,

19,05,,1905,Hills,HOVERBOARD RACETRACK,,Arnold K.,"Watching the Hoverboard Races was once a favored indulgence of {{Sad Ivory}} the Sorceress Queen, but neglect has cracked the ceramic curves and choked the access tunnels with dead leaves. However, the degenerate, carnivorous androids of the area maintain disarming smiles, glib voices, and a few functional hoverboards that they use to chase down prey. The name of {{Lord Nichrome}} causes them to fall to their knees, mewling and begging in abject terror.",,,

19,06,,1906,Scrubland,,,Arnold K.,"A crumbling, elevated highway serves as the only safe path through this hex, although glitter harpies nest upon it. Packs of howling turboghouls (&quot;<a href=""http://vaultsofnagoh.blogspot.com/2012/06/bestiary-of-vaults-turboghouls.html"" class=""ot-anchor"" rel=""nofollow"">http://vaultsofnagoh.blogspot.com/2012/06/bestiary-of-vaults-turboghouls.html</a>&quot;) kill anything on the ground.",,,

19,08,,1908,Devastation,,,Joey Lindsey,"Perilous rope bridges connect the peaks here; if anyone has seen the ground below the hazy mist, they are lying or mad. Tiger-men with bulging muscles have a complex culture of honor and consider death a blessing, and wrestling until the opponent is thrown off a cliff fine sport.",,,

19,11,,1911,Starfruit Mountains,ASTROTOPIA,,Arnold K.,"[[ASTROTOPIA]], the lost city of Urghis Khan, has fallen into ruin. A disgraced baron from The [[CRYSTAL METROPOLIS]] has begun launching forays into the underground, and has even enslaved the dead Khan's famous pet: the laser phoenix.<br /><br />&quot;<a href=""http://goblinpunch.blogspot.com/2013/07/gengrilaa-lost-city.html"" class=""ot-anchor"" rel=""nofollow"">http://goblinpunch.blogspot.com/2013/07/gengrilaa-lost-city.html</a>&quot;",,,

19,12,,1912,Starfruit Mountains,ANUBIAN'S VILLAGE,,David Brawley,"The [[ANUBIAN'S VILLAGE]] is hidden in the caves beyond the lush starfruit forest. They worship the laser phoenix as a messenger of the gods, and fear the attention of the rakshasa from Hex [[1812]].",,Anubians,

19,09,,1909,Devastation,VALLEY OF SHADOWLESS DEATH,,Matthew Baron,"Pilgrims to the [[VALLEY OF SHADOWLESS DEATH]] pray fruitlessly to the thunder gods for rain. The crystal sorceress (&quot;<a href=""http://genealogyreligion.net/wp-content/uploads/2011/05/Gozer-the-Gozerian.jpg"" class=""ot-anchor"" rel=""nofollow"">http://genealogyreligion.net/wp-content/uploads/2011/05/Gozer-the-Gozerian.jpg</a>&quot;) lures the most penetent to the top of the valley with her languid screams of forgiveness, whereupon she picks them off one-by-one with her lazerbeam eyes.",,,

19,13,,1913,Devastation,CRYSTAL ARCHIVES,,Jacob Hurst,Librarian drones scavenge the ruins of the [[CRYSTAL ARCHIVES]] and attempt to interface with every scrap of organic and inorganic material they can. {{Scrollfire the Celibate}} maintains a small hermitage here and is said to be able to download information from the drones.,,,Scrollfire the Celibate

20,01,,2001,Devastation,,,David Brawley,A large black monolith stands amidst the center of the devastation. Enhanced killer apes roam the landscape and fear a glowing red star off in the void.,,,

20,02,,2002,Devastation,SPARKY'S CYBERNETICS CAFƒ AND LOUNGE,,Jacob Hurst,"[[SPARKY'S CYBERNETICS CAFƒ AND LOUNGE]] stands, apparently unscathed, amid the devastation. You're just as likely to fine an iridium haired flyboy, as you are a dwarven runesmith, or astronotica hypno-drone 3000 drinking and telling tales of glory at the bar.",,Pirates of the Void,

20,03,,2003,Devastation,,,Arnold K.,"Jagged non-Euclidean peaks. The red star (that cannot be seen from anywhere except within this devastation) looms lurid and huge in the sky here. Ghosts of dead AIs babble machine code to burnt-out graftpunks and soulless dwarves, and a vile, subsonic hum causes nosebleeds.",,,

20,04,,2004,Scrubland,,,Jacob Hurst,The bladebushes of the crystalline scrublands burn continually under the watchful eye of a tribe of tekno-goblinoids. The tribe's shaman have mastered the audible spectrum and their metallic blade drums are legendary.,,,

20,05,,2005,Hills,,,Arnold K.,"Neon cyber-unicorns do wheelies across iridium hills and drink from springs of mercury. Their horns can cure any bug, malware, or corrupted file, but they only appear to virgin AIs.",,,

20,06,,2006,Scrubland,,,Jacob Hurst,"An old speedway emerges from the devastation in Hex [[2007]] and runs for about three miles before terminating suddenly in an abandoned iridium strip mine. Scintillating ghosts guard the wreckage of a red pleasure craft, its tinted windows still dark after all these years.",,,

20,07,,2007,Devastation,,,Chris Tamm,"A band of exotic land octopus electro bards dwell here, composing a new wave opera about the doom of Synthexia. They came here for the strange crystalline keyboards growing across the mountains, but some wonder if their art is imitating life or something stranger.",,,

20,08,,2008,Devastation,,,Chris Tamm,{{Tamazan}} the crystal lich and his psychotronic vapor elementals are here disguised as a little girl with seven kittens. They search the broken shadow lands for the crystal coffin of the undead astro warlock's dead wife.,,,Tamazan

20,09,,2009,Devastation,,,Ray Otus,"Here at the edge of Synthexia, wily cyrens have been programmed to lure organic life forms into the void at the end of each sixyear. A steady stream of greater and lesser creatures can be observed chasing alluring phantasms eastward. Who programmed these deadly singers of illusion? What purpose does this lemming-like plunge into the void serve?",,,

20,10,,2010,Devastation,,,David Brawley,"The devastation is reaching across the void, trying to reach toward Hex [[2012]]. Mutated creatures who are constantly in pain as their bodies twist and warp rend anything that's ""normal"" in utter hatred.",,,

20,12,,2012,Devastation,GRINDOLIX,,Ray Otus,"[[GRINDOLIX]], a city formerly over-shadowed by the now-fallen [[ASTROTOPIA]] (see Hex [[1911]]) has lost its chief rival and therefore its will to compete for greatness. Its aromatric artists produce nothing but derivative smells and androrators stand on marble dais, droning on about abstract nothings.",,,

20,13,,2013,Devastation,,,Jacob Hurst,"Three glass ziggurats stand in the devastation guarded by phantasmal oozes and mini goblins wearing iron boxing gloves. They are said to protect, or point the way to the sacred diamond pulsar.",,,

